date,dfy,infl,svar,de,lty,tms,tbl,dfr,dp,dy,ltr,ep,b/m,ntis,mr,R
1929-12-31,9.13788829347743,0.0,0.996113465945857,-9.573097044853137,18.69491818525018,0.6131960584271925,4.226657939315185,2.2067497780682976,-19.29784728750192,-18.78834907624962,-0.7136089038294515,-15.245790324911363,4.647687786561768,4.444830687881611,-2.0654593765537124,0.6947339472816574
1930-01-31,8.744784945198449,-0.9026379173341598,0.14155092380579368,-9.047696666871225,19.31708427172082,0.13330115490109098,4.772245417199881,0.913695999899069,-19.92582388837554,-19.12510614632361,-0.45993669627911343,-16.004078509073878,4.371449733174686,3.996734641206963,0.46338983240715415,0.27414410997287175
1930-02-28,8.262224064436115,-0.9127355659744807,0.17250820686730328,-8.422172778288267,19.120484182596464,0.050347321683016893,4.76987047736213,-0.45357354388245424,-20.320172526173,-19.74942951559565,1.0466315170651277,-16.559001830415692,4.3513374783726,3.9823625509730403,1.0025477000823693,0.7972219716238834
1930-03-31,7.704173727634828,-0.9230549968001994,0.15227837768544025,-7.642984972125219,19.110364146796655,0.6659011898402468,4.168086720900322,0.44242633959744343,-21.040377028344526,-20.137156237061227,0.6809147678937738,-17.334023290600637,4.52733670222402,3.5678183773286474,0.4434430712168404,-0.18570859605261697
1930-04-30,7.703659167669601,-0.9335782698821586,0.1981843112620675,-6.673450663677269,19.519002000291383,0.6290793744736297,4.231462202933849,0.8087423442170698,-21.215670770787423,-20.826975778134226,-0.1326246159905908,-17.53860330408641,4.694321088926531,3.1676201196266596,1.2349240621204136,-0.1609071184038591
1930-05-31,7.897418465562598,0.936500611159891,0.4869272591256074,-5.549180411260304,19.12129234219486,1.407147327674552,3.301499025159061,-0.6671955950443652,-21.354155131052885,-20.97938325056517,1.1561113455101333,-17.664462617043935,4.822813079161913,3.0515493593968657,-0.23987785937379702,-1.724797168460321
1930-06-30,8.467260070378595,-0.9356650839032158,1.496061935075103,-4.412430655667515,19.167652444751663,2.0752308006631885,2.445024360053063,0.48475904621103993,-20.157432876475323,-21.101477625845227,0.4292645749470655,-17.013665186818585,5.879377068814501,3.190070981543858,-0.1935533287408814,0.40138286507908744
1930-07-31,8.616769825827522,-0.9459668395011839,0.515502628774901,-3.3464967348179924,19.196154468085798,2.0276558706989407,2.2513929344971335,0.18286102142718988,-20.495728220255913,-19.960393080835676,0.2895592510103826,-17.61530295058894,5.725474730166311,3.3931330985169312,-2.483594008356828,0.11823209062960978
1930-08-31,8.555687769909957,-1.8632077645955352,0.4292046331336088,-2.3938367348712806,19.364363124225573,2.29831291558353,1.7742369640159488,1.0233394614796258,-20.662542873693376,-20.32096445432593,0.11193623094151256,-17.959226208576542,5.621022269284925,2.9436647972662255,0.6235532759752377,-1.343725560860559
1930-09-30,8.294625646503155,-0.9481883918880115,0.4006564291940831,-1.598045951090689,19.15632144245802,1.8574691376921146,1.9807079098876883,0.2859349678703601,-19.38473614767753,-20.509647788576217,0.643666033736863,-17.550177597788604,6.516437939433987,3.0853220916598487,0.1835046514554282,-1.0637794843659958
1930-10-31,9.368224715447814,0.9497257398096788,1.3823134383334617,-0.9356519530337706,19.19107585721543,1.831940155626911,1.8868516860415954,0.1615420901492181,-18.06369539070424,-19.304536026332347,0.30779805896548107,-17.458565713452955,7.009079624394532,3.1419485882749325,-1.930384459038205,-0.2983745152861988
1930-11-30,9.28750938836939,-0.9489716090087759,0.7762072273112764,-0.37710956376348936,19.067466463509177,2.124386250460082,1.455943327115005,-0.46263243751239885,-17.245016799159096,-18.06375092913823,0.3733462851207388,-17.822736990552738,6.8514524376086055,3.3299903303936325,-1.29113494811565,-0.9949936043124389
1930-12-31,8.824796982289289,-0.9597242878188998,0.8931383795208306,0.07860209831705058,19.690857477002975,2.045414325765402,1.4908675415901975,-0.17305062364759272,-15.904832558761704,-17.307793512195897,-0.6228494991177872,-17.85464253000985,7.087941295642539,2.772833349921337,-0.3070575588975149,0.792370694369792
1931-01-31,7.197652612593525,-2.734338333380547,0.5772596951158222,0.1951393196136149,20.66499234433339,2.3419391689169067,1.2041208492270905,2.638253788146785,-15.788347168493676,-16.16697751428682,-1.0667478547160913,-18.486181110120413,6.612496974252148,2.2071284581558377,-1.105814209025264,1.3886371069085648
